,method,dr,runtime,n1,n2,k,distribution
491,kmeans,True,2.9415929317474365,50,100,200,multipeak
492,affinity,False,0.2111654281616211,50,100,200,multipeak
493,affinity,True,0.1920938491821289,50,100,200,multipeak
494,hierarchical,False,0.14356732368469238,50,100,200,multipeak
495,hierarchical,True,0.12204122543334961,50,100,200,multipeak
496,spectral,False,0.16652154922485352,50,100,200,multipeak
497,spectral,True,0.17520403861999512,50,100,200,multipeak
498,random,False,0.08676362037658691,50,100,200,multipeak
499,random,True,0.09468984603881836,50,100,200,multipeak
500,kmeans,False,3.2396395206451416,50,100,300,multipeak
501,kmeans,True,3.256345748901367,50,100,300,multipeak
502,affinity,False,1.010542631149292,50,100,300,multipeak
503,affinity,True,0.4356975555419922,50,100,300,multipeak
504,hierarchical,False,0.3326535224914551,50,100,300,multipeak
505,hierarchical,True,0.24752211570739746,50,100,300,multipeak
506,spectral,False,0.3406953811645508,50,100,300,multipeak
507,spectral,True,0.33682918548583984,50,100,300,multipeak
508,random,False,0.18805432319641113,50,100,300,multipeak
509,random,True,0.20133256912231445,50,100,300,multipeak
510,kmeans,False,3.434896945953369,50,100,400,multipeak
511,kmeans,True,3.661548614501953,50,100,400,multipeak
512,affinity,False,1.5038809776306152,50,100,400,multipeak
513,affinity,True,0.6270990371704102,50,100,400,multipeak
514,hierarchical,False,0.5453317165374756,50,100,400,multipeak
515,hierarchical,True,0.40329408645629883,50,100,400,multipeak
516,spectral,False,0.6024580001831055,50,100,400,multipeak
517,spectral,True,0.6140739917755127,50,100,400,multipeak
518,random,False,0.30864906311035156,50,100,400,multipeak
519,random,True,0.3423466682434082,50,100,400,multipeak
520,kmeans,False,2.794215440750122,50,150,100,multipeak
521,kmeans,True,2.9919238090515137,50,150,100,multipeak
522,affinity,False,0.16259050369262695,50,150,100,multipeak
523,affinity,True,0.20951151847839355,50,150,100,multipeak
524,hierarchical,False,0.09651708602905273,50,150,100,multipeak
525,hierarchical,True,0.07954287528991699,50,150,100,multipeak
526,spectral,False,0.11400818824768066,50,150,100,multipeak
527,spectral,True,0.11252593994140625,50,150,100,multipeak
528,random,False,0.05552077293395996,50,150,100,multipeak
529,random,True,0.06200146675109863,50,150,100,multipeak
530,kmeans,False,3.4280385971069336,50,150,200,multipeak
531,kmeans,True,2.823634147644043,50,150,200,multipeak
532,affinity,False,0.31370019912719727,50,150,200,multipeak
533,affinity,True,0.28463315963745117,50,150,200,multipeak
534,hierarchical,False,0.2230989933013916,50,150,200,multipeak
535,hierarchical,True,0.20703911781311035,50,150,200,multipeak
536,spectral,False,0.2914161682128906,50,150,200,multipeak
537,spectral,True,0.27489495277404785,50,150,200,multipeak
538,random,False,0.16107559204101562,50,150,200,multipeak
539,random,True,0.20072269439697266,50,150,200,multipeak
540,kmeans,False,3.815167188644409,50,150,300,multipeak
541,kmeans,True,3.106835126876831,50,150,300,multipeak
542,affinity,False,0.7298333644866943,50,150,300,multipeak
543,affinity,True,0.6106507778167725,50,150,300,multipeak
544,hierarchical,False,0.4432251453399658,50,150,300,multipeak
545,hierarchical,True,0.41870665550231934,50,150,300,multipeak
546,spectral,False,0.4725003242492676,50,150,300,multipeak
547,spectral,True,0.5020108222961426,50,150,300,multipeak
548,random,False,0.33336520195007324,50,150,300,multipeak
549,random,True,0.4001185894012451,50,150,300,multipeak
550,kmeans,False,4.478173494338989,50,150,400,multipeak
551,kmeans,True,3.497891902923584,50,150,400,multipeak
552,affinity,False,1.7384703159332275,50,150,400,multipeak
553,affinity,True,0.9502394199371338,50,150,400,multipeak
554,hierarchical,False,0.8703501224517822,50,150,400,multipeak
555,hierarchical,True,0.7943572998046875,50,150,400,multipeak
556,spectral,False,1.04484224319458,50,150,400,multipeak
557,spectral,True,1.034505844116211,50,150,400,multipeak
558,random,False,0.6618256568908691,50,150,400,multipeak
559,random,True,0.711824893951416,50,150,400,multipeak
560,kmeans,False,2.9802372455596924,50,200,100,multipeak
561,kmeans,True,2.5305261611938477,50,200,100,multipeak
562,affinity,False,0.1909627914428711,50,200,100,multipeak
563,affinity,True,0.15176749229431152,50,200,100,multipeak
564,hierarchical,False,0.10254573822021484,50,200,100,multipeak
565,hierarchical,True,0.08855438232421875,50,200,100,multipeak
566,spectral,False,0.11554718017578125,50,200,100,multipeak
567,spectral,True,0.11051726341247559,50,200,100,multipeak
568,random,False,0.06852340698242188,50,200,100,multipeak
569,random,True,0.08666706085205078,50,200,100,multipeak
570,kmeans,False,3.7515759468078613,50,200,200,multipeak
571,kmeans,True,3.257929563522339,50,200,200,multipeak
572,affinity,False,0.46569299697875977,50,200,200,multipeak
573,affinity,True,0.4030623435974121,50,200,200,multipeak
574,hierarchical,False,0.3115828037261963,50,200,200,multipeak
575,hierarchical,True,0.27658796310424805,50,200,200,multipeak
576,spectral,False,0.32659387588500977,50,200,200,multipeak
577,spectral,True,0.32340097427368164,50,200,200,multipeak
578,random,False,0.21995091438293457,50,200,200,multipeak
579,random,True,0.24902677536010742,50,200,200,multipeak
580,kmeans,False,3.8387234210968018,50,200,300,multipeak
581,kmeans,True,3.62687087059021,50,200,300,multipeak
582,affinity,False,1.3094310760498047,50,200,300,multipeak
583,affinity,True,0.9750444889068604,50,200,300,multipeak
584,hierarchical,False,0.7472076416015625,50,200,300,multipeak
585,hierarchical,True,0.66617751121521,50,200,300,multipeak
586,spectral,False,0.7559504508972168,50,200,300,multipeak
587,spectral,True,0.7571523189544678,50,200,300,multipeak
588,random,False,0.6245479583740234,50,200,300,multipeak
589,random,True,0.6824450492858887,50,200,300,multipeak
590,kmeans,False,5.417379379272461,50,200,400,multipeak
591,kmeans,True,4.02519416809082,50,200,400,multipeak
592,affinity,False,1.7678325176239014,50,200,400,multipeak
593,affinity,True,2.078641414642334,50,200,400,multipeak
594,hierarchical,False,1.483302116394043,50,200,400,multipeak
595,hierarchical,True,1.3174161911010742,50,200,400,multipeak
596,spectral,False,1.5524516105651855,50,200,400,multipeak
597,spectral,True,1.3744754791259766,50,200,400,multipeak
598,random,False,1.040616512298584,50,200,400,multipeak
599,random,True,1.0857386589050293,50,200,400,multipeak
600,kmeans,False,3.1563985347747803,50,50,100,multipeak
601,kmeans,True,3.2345986366271973,50,50,100,multipeak
602,affinity,False,0.13550925254821777,50,50,100,multipeak
603,affinity,True,0.05150723457336426,50,50,100,multipeak
604,hierarchical,False,0.03401303291320801,50,50,100,multipeak
605,hierarchical,True,0.034510135650634766,50,50,100,multipeak
606,spectral,False,0.0670020580291748,50,50,100,multipeak
607,spectral,True,0.06618809700012207,50,50,100,multipeak
608,random,False,0.01300048828125,50,50,100,multipeak
609,random,True,0.016000986099243164,50,50,100,multipeak
610,kmeans,False,3.3429839611053467,50,50,200,multipeak
611,kmeans,True,3.0264787673950195,50,50,200,multipeak
612,affinity,False,0.11954689025878906,50,50,200,multipeak
613,affinity,True,0.3116443157196045,50,50,200,multipeak
614,hierarchical,False,0.08951520919799805,50,50,200,multipeak
615,hierarchical,True,0.08450913429260254,50,50,200,multipeak
616,spectral,False,0.14812183380126953,50,50,200,multipeak
617,spectral,True,0.13954448699951172,50,50,200,multipeak
618,random,False,0.0485227108001709,50,50,200,multipeak
619,random,True,0.0489957332611084,50,50,200,multipeak
620,kmeans,False,3.594315528869629,50,50,300,multipeak
621,kmeans,True,3.202221632003784,50,50,300,multipeak
622,affinity,False,0.22704625129699707,50,50,300,multipeak
623,affinity,True,0.2197401523590088,50,50,300,multipeak
624,hierarchical,False,0.1625833511352539,50,50,300,multipeak
625,hierarchical,True,0.14217805862426758,50,50,300,multipeak
626,spectral,False,0.25121378898620605,50,50,300,multipeak
627,spectral,True,0.24755358695983887,50,50,300,multipeak
628,random,False,0.08850383758544922,50,50,300,multipeak
629,random,True,0.09652543067932129,50,50,300,multipeak
630,kmeans,False,3.744980573654175,50,50,400,multipeak
631,kmeans,True,3.638662576675415,50,50,400,multipeak
632,affinity,False,0.5066993236541748,50,50,400,multipeak
633,affinity,True,0.41065359115600586,50,50,400,multipeak
634,hierarchical,False,0.3125743865966797,50,50,400,multipeak
635,hierarchical,True,0.2895848751068115,50,50,400,multipeak
636,spectral,False,0.4977293014526367,50,50,400,multipeak
637,spectral,True,0.46974611282348633,50,50,400,multipeak
638,random,False,0.15654563903808594,50,50,400,multipeak
639,random,True,0.1569821834564209,50,50,400,multipeak
640,kmeans,False,3.025758743286133,100,100,100,normal
641,kmeans,True,3.13161301612854,100,100,100,normal
642,affinity,False,0.09553170204162598,100,100,100,normal
643,affinity,True,0.10416054725646973,100,100,100,normal
644,hierarchical,False,0.07252907752990723,100,100,100,normal
645,hierarchical,True,0.0745246410369873,100,100,100,normal
646,spectral,False,0.1055293083190918,100,100,100,normal
647,spectral,True,0.10251903533935547,100,100,100,normal
648,random,False,0.05151534080505371,100,100,100,normal
649,random,True,0.053006887435913086,100,100,100,normal
650,kmeans,False,4.250603199005127,100,100,200,normal
651,kmeans,True,3.261040449142456,100,100,200,normal
652,affinity,False,0.17255926132202148,100,100,200,normal
653,affinity,True,0.2766234874725342,100,100,200,normal
654,hierarchical,False,0.20175790786743164,100,100,200,normal
655,hierarchical,True,0.18802666664123535,100,100,200,normal
656,spectral,False,0.2476024627685547,100,100,200,normal
657,spectral,True,0.24710607528686523,100,100,200,normal
658,random,False,0.13355016708374023,100,100,200,normal
659,random,True,0.18006038665771484,100,100,200,normal
660,kmeans,False,3.9907724857330322,100,100,300,normal
661,kmeans,True,3.2387328147888184,100,100,300,normal
662,affinity,False,0.3797135353088379,100,100,300,normal
663,affinity,True,0.4767649173736572,100,100,300,normal
664,hierarchical,False,0.3712444305419922,100,100,300,normal
665,hierarchical,True,0.32978034019470215,100,100,300,normal
666,spectral,False,0.43114352226257324,100,100,300,normal
667,spectral,True,0.430617094039917,100,100,300,normal
668,random,False,0.264021635055542,100,100,300,normal
669,random,True,0.31455111503601074,100,100,300,normal
670,kmeans,False,4.070798397064209,100,100,400,normal
671,kmeans,True,3.738760471343994,100,100,400,normal
672,affinity,False,0.6282432079315186,100,100,400,normal
673,affinity,True,0.822378396987915,100,100,400,normal
674,hierarchical,False,0.6274392604827881,100,100,400,normal
675,hierarchical,True,0.557274341583252,100,100,400,normal
676,spectral,False,0.7734110355377197,100,100,400,normal
677,spectral,True,0.7947890758514404,100,100,400,normal
678,random,False,0.5288031101226807,100,100,400,normal
679,random,True,0.5578644275665283,100,100,400,normal
680,kmeans,False,3.2167694568634033,100,150,100,normal
681,kmeans,True,2.8677635192871094,100,150,100,normal
682,affinity,False,0.1205439567565918,100,150,100,normal
683,affinity,True,0.15310001373291016,100,150,100,normal
684,hierarchical,False,0.08701038360595703,100,150,100,normal
685,hierarchical,True,0.08454036712646484,100,150,100,normal
686,spectral,False,0.10753726959228516,100,150,100,normal
687,spectral,True,0.10451626777648926,100,150,100,normal
688,random,False,0.06150698661804199,100,150,100,normal
689,random,True,0.06351542472839355,100,150,100,normal
690,kmeans,False,3.2201156616210938,100,150,200,normal
691,kmeans,True,3.378354787826538,100,150,200,normal
692,affinity,False,0.36313629150390625,100,150,200,normal
693,affinity,True,0.5117485523223877,100,150,200,normal
694,hierarchical,False,0.34671711921691895,100,150,200,normal
695,hierarchical,True,0.30257105827331543,100,150,200,normal
696,spectral,False,0.3668489456176758,100,150,200,normal
697,spectral,True,0.3647727966308594,100,150,200,normal
698,random,False,0.23914170265197754,100,150,200,normal
699,random,True,0.26665258407592773,100,150,200,normal
700,kmeans,False,3.4173099994659424,100,150,300,normal
701,kmeans,True,3.292015552520752,100,150,300,normal
702,affinity,False,0.8258378505706787,100,150,300,normal
703,affinity,True,1.3497698307037354,100,150,300,normal
704,hierarchical,False,0.7018718719482422,100,150,300,normal
705,hierarchical,True,0.6535255908966064,100,150,300,normal
706,spectral,False,0.7259225845336914,100,150,300,normal
707,spectral,True,0.6707959175109863,100,150,300,normal
708,random,False,0.4578554630279541,100,150,300,normal
709,random,True,0.4977850914001465,100,150,300,normal
710,kmeans,False,4.515714645385742,100,150,400,normal
711,kmeans,True,4.316476583480835,100,150,400,normal
712,affinity,False,1.3156447410583496,100,150,400,normal
713,affinity,True,1.3839068412780762,100,150,400,normal
714,hierarchical,False,0.9781279563903809,100,150,400,normal
715,hierarchical,True,0.8922638893127441,100,150,400,normal
716,spectral,False,1.093193769454956,100,150,400,normal
717,spectral,True,1.2183640003204346,100,150,400,normal
718,random,False,0.9690558910369873,100,150,400,normal
719,random,True,0.9624185562133789,100,150,400,normal
720,kmeans,False,3.293869733810425,100,200,100,normal
721,kmeans,True,2.5388102531433105,100,200,100,normal
722,affinity,False,0.12850618362426758,100,200,100,normal
723,affinity,True,0.20331025123596191,100,200,100,normal
724,hierarchical,False,0.12368440628051758,100,200,100,normal
725,hierarchical,True,0.1155552864074707,100,200,100,normal
726,spectral,False,0.14607572555541992,100,200,100,normal
727,spectral,True,0.131514310836792,100,200,100,normal
728,random,False,0.09254717826843262,100,200,100,normal
729,random,True,0.1015157699584961,100,200,100,normal
730,kmeans,False,3.558973550796509,100,200,200,normal
731,kmeans,True,3.472900867462158,100,200,200,normal
732,affinity,False,0.6021924018859863,100,200,200,normal
733,affinity,True,0.582695722579956,100,200,200,normal
734,hierarchical,False,0.3902139663696289,100,200,200,normal
735,hierarchical,True,0.34722423553466797,100,200,200,normal
736,spectral,False,0.41054654121398926,100,200,200,normal
737,spectral,True,0.40032458305358887,100,200,200,normal
738,random,False,0.3016328811645508,100,200,200,normal
739,random,True,0.3265078067779541,100,200,200,normal
740,kmeans,False,4.038984060287476,100,200,300,normal
741,kmeans,True,3.904867172241211,100,200,300,normal
742,affinity,False,0.7876899242401123,100,200,300,normal
743,affinity,True,1.0887224674224854,100,200,300,normal
744,hierarchical,False,0.8212130069732666,100,200,300,normal
745,hierarchical,True,0.7497882843017578,100,200,300,normal
746,spectral,False,1.11647367477417,100,200,300,normal
747,spectral,True,1.0797860622406006,100,200,300,normal
748,random,False,0.8839528560638428,100,200,300,normal
749,random,True,0.9705228805541992,100,200,300,normal
750,kmeans,False,6.071608543395996,100,200,400,normal
751,kmeans,True,4.17221999168396,100,200,400,normal
752,affinity,False,2.3285250663757324,100,200,400,normal
753,affinity,True,2.267660140991211,100,200,400,normal
754,hierarchical,False,1.6722955703735352,100,200,400,normal
755,hierarchical,True,1.2727394104003906,100,200,400,normal
756,spectral,False,1.476050615310669,100,200,400,normal
757,spectral,True,1.4524493217468262,100,200,400,normal
758,random,False,1.244995355606079,100,200,400,normal
759,random,True,1.4787318706512451,100,200,400,normal
760,kmeans,False,2.9794676303863525,100,50,100,normal
761,kmeans,True,2.621899366378784,100,50,100,normal
762,affinity,False,0.05099344253540039,100,50,100,normal
763,affinity,True,0.040552377700805664,100,50,100,normal
764,hierarchical,False,0.03300118446350098,100,50,100,normal
765,hierarchical,True,0.03699946403503418,100,50,100,normal
766,spectral,False,0.061962127685546875,100,50,100,normal
767,spectral,True,0.06212019920349121,100,50,100,normal
768,random,False,0.015001058578491211,100,50,100,normal
769,random,True,0.01885819435119629,100,50,100,normal
770,kmeans,False,2.952280282974243,100,50,200,normal
771,kmeans,True,3.1732847690582275,100,50,200,normal
772,affinity,False,0.11053919792175293,100,50,200,normal
773,affinity,True,0.13325810432434082,100,50,200,normal
774,hierarchical,False,0.11060905456542969,100,50,200,normal
775,hierarchical,True,0.10347223281860352,100,50,200,normal
776,spectral,False,0.15502357482910156,100,50,200,normal
777,spectral,True,0.1676502227783203,100,50,200,normal
778,random,False,0.06953096389770508,100,50,200,normal
779,random,True,0.0745394229888916,100,50,200,normal
780,kmeans,False,3.265188217163086,100,50,300,normal
781,kmeans,True,2.981015205383301,100,50,300,normal
782,affinity,False,0.22001385688781738,100,50,300,normal
783,affinity,True,0.29465317726135254,100,50,300,normal
784,hierarchical,False,0.24325966835021973,100,50,300,normal
785,hierarchical,True,0.2663993835449219,100,50,300,normal
786,spectral,False,0.32465362548828125,100,50,300,normal
787,spectral,True,0.3086123466491699,100,50,300,normal
788,random,False,0.1380317211151123,100,50,300,normal
789,random,True,0.15753626823425293,100,50,300,normal
790,kmeans,False,3.822457790374756,100,50,400,normal
791,kmeans,True,3.134333848953247,100,50,400,normal
792,affinity,False,0.4257369041442871,100,50,400,normal
793,affinity,True,0.4301917552947998,100,50,400,normal
794,hierarchical,False,0.3184506893157959,100,50,400,normal
795,hierarchical,True,0.32254624366760254,100,50,400,normal
796,spectral,False,0.4896738529205322,100,50,400,normal
797,spectral,True,0.4986100196838379,100,50,400,normal
798,random,False,0.20732760429382324,100,50,400,normal
799,random,True,0.2238006591796875,100,50,400,normal
800,kmeans,False,3.068572998046875,150,100,100,normal
801,kmeans,True,3.009504556655884,150,100,100,normal
802,affinity,False,0.1171875,150,100,100,normal
803,affinity,True,0.11151504516601562,150,100,100,normal
804,hierarchical,False,0.07951807975769043,150,100,100,normal
805,hierarchical,True,0.07710146903991699,150,100,100,normal
806,spectral,False,0.10503149032592773,150,100,100,normal
807,spectral,True,0.10651850700378418,150,100,100,normal
808,random,False,0.05699777603149414,150,100,100,normal
809,random,True,0.05051064491271973,150,100,100,normal
810,kmeans,False,3.065882921218872,150,100,200,normal
811,kmeans,True,2.9697892665863037,150,100,200,normal
812,affinity,False,0.28109073638916016,150,100,200,normal
813,affinity,True,0.42364072799682617,150,100,200,normal
814,hierarchical,False,0.26017093658447266,150,100,200,normal
815,hierarchical,True,0.2378244400024414,150,100,200,normal
816,spectral,False,0.30156397819519043,150,100,200,normal
817,spectral,True,0.2992093563079834,150,100,200,normal
818,random,False,0.20266079902648926,150,100,200,normal
819,random,True,0.20909380912780762,150,100,200,normal
820,kmeans,False,3.6722207069396973,150,100,300,normal
821,kmeans,True,2.9003782272338867,150,100,300,normal
822,affinity,False,0.36740756034851074,150,100,300,normal
823,affinity,True,0.5831806659698486,150,100,300,normal
824,hierarchical,False,0.5017123222351074,150,100,300,normal
825,hierarchical,True,0.49695420265197754,150,100,300,normal
826,spectral,False,0.6304678916931152,150,100,300,normal
827,spectral,True,0.6262505054473877,150,100,300,normal
828,random,False,0.41474080085754395,150,100,300,normal
829,random,True,0.44614672660827637,150,100,300,normal
830,kmeans,False,4.298006296157837,150,100,400,normal
831,kmeans,True,3.3421168327331543,150,100,400,normal
832,affinity,False,0.7295887470245361,150,100,400,normal
833,affinity,True,1.233151912689209,150,100,400,normal
834,hierarchical,False,0.938683271408081,150,100,400,normal
835,hierarchical,True,0.8829755783081055,150,100,400,normal
836,spectral,False,1.0777876377105713,150,100,400,normal
837,spectral,True,1.110811710357666,150,100,400,normal
838,random,False,0.7276351451873779,150,100,400,normal
839,random,True,0.649817705154419,150,100,400,normal
840,kmeans,False,2.759495973587036,150,150,100,normal
841,kmeans,True,2.6919429302215576,150,150,100,normal
842,affinity,False,0.1671745777130127,150,150,100,normal
843,affinity,True,0.24508142471313477,150,150,100,normal
844,hierarchical,False,0.13823485374450684,150,150,100,normal
845,hierarchical,True,0.1225121021270752,150,150,100,normal
846,spectral,False,0.14655065536499023,150,150,100,normal
847,spectral,True,0.14806556701660156,150,150,100,normal
848,random,False,0.0935373306274414,150,150,100,normal
849,random,True,0.10454225540161133,150,150,100,normal
850,kmeans,False,3.7554187774658203,150,150,200,normal
851,kmeans,True,2.939488410949707,150,150,200,normal
852,affinity,False,0.3411259651184082,150,150,200,normal
853,affinity,True,0.4091322422027588,150,150,200,normal
854,hierarchical,False,0.327592134475708,150,150,200,normal
855,hierarchical,True,0.30989909172058105,150,150,200,normal
856,spectral,False,0.3653087615966797,150,150,200,normal
857,spectral,True,0.36507296562194824,150,150,200,normal
858,random,False,0.28803253173828125,150,150,200,normal
859,random,True,0.3370494842529297,150,150,200,normal
860,kmeans,False,4.2277610301971436,150,150,300,normal
861,kmeans,True,3.389491081237793,150,150,300,normal
862,affinity,False,0.8513891696929932,150,150,300,normal
863,affinity,True,1.1079120635986328,150,150,300,normal
864,hierarchical,False,0.6916232109069824,150,150,300,normal
865,hierarchical,True,0.6710705757141113,150,150,300,normal
866,spectral,False,0.8903844356536865,150,150,300,normal
867,spectral,True,0.9028558731079102,150,150,300,normal
868,random,False,0.6886148452758789,150,150,300,normal
869,random,True,0.7554574012756348,150,150,300,normal
870,kmeans,False,4.757303237915039,150,150,400,normal
871,kmeans,True,3.8912246227264404,150,150,400,normal
872,affinity,False,1.6423802375793457,150,150,400,normal
873,affinity,True,1.7930347919464111,150,150,400,normal
874,hierarchical,False,1.533553123474121,150,150,400,normal
875,hierarchical,True,1.263986349105835,150,150,400,normal
876,spectral,False,1.299182653427124,150,150,400,normal
877,spectral,True,1.2992517948150635,150,150,400,normal
878,random,False,1.0211918354034424,150,150,400,normal
879,random,True,1.1389527320861816,150,150,400,normal
880,kmeans,False,3.2710788249969482,150,200,100,normal
881,kmeans,True,2.9377477169036865,150,200,100,normal
882,affinity,False,0.14738202095031738,150,200,100,normal
883,affinity,True,0.20506644248962402,150,200,100,normal
884,hierarchical,False,0.1404719352722168,150,200,100,normal
885,hierarchical,True,0.1345529556274414,150,200,100,normal
886,spectral,False,0.15911245346069336,150,200,100,normal
887,spectral,True,0.16488313674926758,150,200,100,normal
888,random,False,0.11655592918395996,150,200,100,normal
889,random,True,0.12252187728881836,150,200,100,normal
890,kmeans,False,3.4587697982788086,150,200,200,normal
891,kmeans,True,3.5984344482421875,150,200,200,normal
892,affinity,False,0.6305747032165527,150,200,200,normal
893,affinity,True,0.8254094123840332,150,200,200,normal
894,hierarchical,False,0.5484857559204102,150,200,200,normal
895,hierarchical,True,0.45120954513549805,150,200,200,normal
896,spectral,False,0.47464537620544434,150,200,200,normal
897,spectral,True,0.4838850498199463,150,200,200,normal
898,random,False,0.38074684143066406,150,200,200,normal
899,random,True,0.4137299060821533,150,200,200,normal
900,kmeans,False,4.1970906257629395,150,200,300,normal
901,kmeans,True,4.141564607620239,150,200,300,normal
902,affinity,False,1.1722588539123535,150,200,300,normal
903,affinity,True,1.2588460445404053,150,200,300,normal
904,hierarchical,False,0.9826581478118896,150,200,300,normal
905,hierarchical,True,0.8706347942352295,150,200,300,normal
906,spectral,False,0.9756374359130859,150,200,300,normal
907,spectral,True,1.1792118549346924,150,200,300,normal
908,random,False,1.047072172164917,150,200,300,normal
909,random,True,1.0459165573120117,150,200,300,normal
910,kmeans,False,6.064650297164917,150,200,400,normal
911,kmeans,True,4.629755735397339,150,200,400,normal
912,affinity,False,2.0769553184509277,150,200,400,normal
913,affinity,True,2.7015109062194824,150,200,400,normal
914,hierarchical,False,1.7710542678833008,150,200,400,normal
915,hierarchical,True,1.5356526374816895,150,200,400,normal
916,spectral,False,1.9948270320892334,150,200,400,normal
917,spectral,True,2.146714687347412,150,200,400,normal
918,random,False,1.8171255588531494,150,200,400,normal
919,random,True,1.6283073425292969,150,200,400,normal
920,kmeans,False,2.4936232566833496,150,50,100,normal
921,kmeans,True,2.6336612701416016,150,50,100,normal
922,affinity,False,0.05852770805358887,150,50,100,normal
923,affinity,True,0.0595088005065918,150,50,100,normal
924,hierarchical,False,0.04699993133544922,150,50,100,normal
925,hierarchical,True,0.046561479568481445,150,50,100,normal
926,spectral,False,0.07809877395629883,150,50,100,normal
927,spectral,True,0.07943105697631836,150,50,100,normal
928,random,False,0.028015613555908203,150,50,100,normal
929,random,True,0.02853226661682129,150,50,100,normal
930,kmeans,False,3.4576563835144043,150,50,200,normal
931,kmeans,True,2.952317953109741,150,50,200,normal
932,affinity,False,0.1335468292236328,150,50,200,normal
933,affinity,True,0.1730809211730957,150,50,200,normal
934,hierarchical,False,0.12155628204345703,150,50,200,normal
935,hierarchical,True,0.1100473403930664,150,50,200,normal
936,spectral,False,0.1605079174041748,150,50,200,normal
937,spectral,True,0.16010308265686035,150,50,200,normal
938,random,False,0.08180999755859375,150,50,200,normal
939,random,True,0.08407759666442871,150,50,200,normal
940,kmeans,False,3.077059030532837,150,50,300,normal
941,kmeans,True,3.24332857131958,150,50,300,normal
942,affinity,False,0.32861971855163574,150,50,300,normal
943,affinity,True,0.3821280002593994,150,50,300,normal
944,hierarchical,False,0.2866048812866211,150,50,300,normal
945,hierarchical,True,0.2700941562652588,150,50,300,normal
946,spectral,False,0.3689596652984619,150,50,300,normal
947,spectral,True,0.36255884170532227,150,50,300,normal
948,random,False,0.19860506057739258,150,50,300,normal
949,random,True,0.1891491413116455,150,50,300,normal
950,kmeans,False,3.320748805999756,150,50,400,normal
951,kmeans,True,3.352646827697754,150,50,400,normal
952,affinity,False,0.6002583503723145,150,50,400,normal
953,affinity,True,0.6907434463500977,150,50,400,normal
954,hierarchical,False,0.4861764907836914,150,50,400,normal
955,hierarchical,True,0.45447754859924316,150,50,400,normal
956,spectral,False,0.7101187705993652,150,50,400,normal
957,spectral,True,0.6878776550292969,150,50,400,normal
958,random,False,0.39321160316467285,150,50,400,normal
959,random,True,0.37360119819641113,150,50,400,normal
960,kmeans,False,2.7373850345611572,200,100,100,normal
961,kmeans,True,2.534397840499878,200,100,100,normal
962,affinity,False,0.12454462051391602,200,100,100,normal
963,affinity,True,0.16974687576293945,200,100,100,normal
964,hierarchical,False,0.09000110626220703,200,100,100,normal
965,hierarchical,True,0.0875086784362793,200,100,100,normal
966,spectral,False,0.11354517936706543,200,100,100,normal
967,spectral,True,0.11805367469787598,200,100,100,normal
968,random,False,0.07201123237609863,200,100,100,normal
969,random,True,0.07752108573913574,200,100,100,normal
970,kmeans,False,3.6336371898651123,200,100,200,normal
971,kmeans,True,3.13828444480896,200,100,200,normal
972,affinity,False,0.4197385311126709,200,100,200,normal
973,affinity,True,0.38912105560302734,200,100,200,normal
974,hierarchical,False,0.26569342613220215,200,100,200,normal
975,hierarchical,True,0.2517533302307129,200,100,200,normal
976,spectral,False,0.3598194122314453,200,100,200,normal
977,spectral,True,0.3161933422088623,200,100,200,normal
978,random,False,0.20311498641967773,200,100,200,normal
979,random,True,0.22920703887939453,200,100,200,normal
980,kmeans,False,3.696443557739258,200,100,300,normal
981,kmeans,True,3.5455188751220703,200,100,300,normal
982,affinity,False,0.5529835224151611,200,100,300,normal
983,affinity,True,0.7810304164886475,200,100,300,normal
984,hierarchical,False,0.5462813377380371,200,100,300,normal
985,hierarchical,True,0.5168399810791016,200,100,300,normal
986,spectral,False,0.6050527095794678,200,100,300,normal
987,spectral,True,0.6062929630279541,200,100,300,normal
988,random,False,0.43973350524902344,200,100,300,normal
989,random,True,0.4691898822784424,200,100,300,normal
990,kmeans,False,4.580983638763428,200,100,400,normal
991,kmeans,True,3.8777823448181152,200,100,400,normal
992,affinity,False,0.8938179016113281,200,100,400,normal
993,affinity,True,1.1076781749725342,200,100,400,normal
994,hierarchical,False,0.9056539535522461,200,100,400,normal
995,hierarchical,True,0.9876103401184082,200,100,400,normal
996,spectral,False,1.3203494548797607,200,100,400,normal
997,spectral,True,1.2934272289276123,200,100,400,normal
998,random,False,0.9376633167266846,200,100,400,normal
999,random,True,0.9627149105072021,200,100,400,normal
1000,kmeans,False,2.910524606704712,200,150,100,normal
1001,kmeans,True,2.5600671768188477,200,150,100,normal
1002,affinity,False,0.18607068061828613,200,150,100,normal
1003,affinity,True,0.24877214431762695,200,150,100,normal
1004,hierarchical,False,0.14249420166015625,200,150,100,normal
1005,hierarchical,True,0.13654184341430664,200,150,100,normal
1006,spectral,False,0.16407084465026855,200,150,100,normal
1007,spectral,True,0.1600797176361084,200,150,100,normal
1008,random,False,0.10452771186828613,200,150,100,normal
1009,random,True,0.11553764343261719,200,150,100,normal
1010,kmeans,False,3.8643441200256348,200,150,200,normal
1011,kmeans,True,3.2214651107788086,200,150,200,normal
1012,affinity,False,0.4233121871948242,200,150,200,normal
1013,affinity,True,0.5675389766693115,200,150,200,normal
1014,hierarchical,False,0.4093742370605469,200,150,200,normal
